name,geoid,geometry
"Big Spring, TX",13700,"list(list(c(-101.68874, -101.174571, -101.183997, -101.264216, -101.267122, -101.775802, -101.776085, -101.695011, -101.68874, 32.525222, 32.524112, 32.087208, 32.087136, 31.650854, 31.651319, 32.086925, 32.087532, 32.525222)))"
"Burley, ID",15420,"list(list(c(-113.931687, -113.763862, -113.76382, -113.714044, -113.714642, -113.413867, -113.413138, -113.472155, -113.472177, -113.375062, -113.3044, -113.236968, -113.175182, -113.175678, -113.002792, -112.999965, -113.0000408, -113.526112, -113.901578, -114.041477, -114.2817993, -114.281325, -114.285448, -114.069162, -114.067073, -113.931799, -113.931687, 42.765026, 42.764508, 42.849823, 42.849734, 43.199783, 43.199859, 42.849169, 42.849201, 42.669352, 42.687832, 42.628749, 42.625254, 42.627273, 
42.589464, 42.588003, 42.327427, 41.9981831, 41.992727, 41.988552, 41.993873, 41.9942139, 42.330885, 42.417333, 42.417124, 42.514453, 42.535243, 42.765026)))"
"Bemidji, MN",13420,"list(list(c(-94.418543, -94.416279, -94.416387, -94.670214, -95.183216, -95.184984, -95.194304, -95.193705, -95.24632, -95.277789, -95.272566, -95.229133, -95.592487, -95.593199, -95.602315, -95.211966, -95.210953, -94.425771, -94.41776, -94.418543, 47.845816, 47.444828, 47.41183, 47.410151, 47.412773, 47.673268, 47.67337, 47.872544, 47.883266, 47.92506, 47.960205, 48.019958, 48.020558, 48.365445, 48.538887, 48.539961, 48.365971, 48.367339, 48.019811, 47.845816)))"
"Bloomsburg-Berwick, PA",14100,"list(list(c(-76.732672, -76.678776, -76.592525, -76.447597, -76.407934, -76.310133, -76.319957, -76.277639, -76.228975, -76.23128, -76.207827, -76.284611, -76.30717, -76.380152, -76.409667, -76.501163, -76.50578, -76.550514, -76.601436, -76.661348, -76.792878, -76.775786, -76.735058, -76.732672, 41.17204, 41.154172, 41.157828, 41.275629, 41.308418, 41.310199, 41.211255, 41.131804, 41.138466, 41.049617, 40.94974, 40.883588, 40.801809, 40.775511, 40.833624, 40.824737, 40.882382, 40.882584, 40.942186, 
40.967996, 40.946583, 41.008118, 41.091058, 41.17204)))"
"Ardmore, OK",11620,"list(list(c(-97.562575, -97.562323, -97.35211, -97.352158, -97.036542, -97.029013, -96.933457, -96.933671, -96.968415, -96.968067, -97.562388, -97.562575, 34.289182, 34.507036, 34.506788, 34.376227, 34.375417, 34.332601, 34.332661, 34.172553, 34.172617, 34.071001, 34.071074, 34.289182)))"
"Mansfield, OH",31900,"list(list(c(-82.724792, -82.432852, -82.4179, -82.416847, -82.378953, -82.378397, -82.339211, -82.336962, -82.374898, -82.623609, -82.627191, -82.727164, -82.724792, 40.995638, 40.992944, 40.992938, 40.814567, 40.787227, 40.727145, 40.726683, 40.555001, 40.550871, 40.549879, 40.709416, 40.711203, 40.995638)))"
"Urbana, OH",46500,"list(list(c(-84.022919, -84.014763, -83.783912, -83.785354, -83.551338, -83.494498, -83.516155, -84.036069, -84.022919, 40.183945, 40.273459, 40.259765, 40.245213, 40.22937, 40.225467, 40.010188, 40.040182, 40.183945)))"
"Richmond-Berea, KY",40080,"list(list(c(-84.525643, -84.476287, -84.48512, -84.393007, -84.33105, -84.272406, -84.221911, -84.128221, -84.080337, -84.099159, -84.073908, -84.096094, -84.126948, -84.090364, -84.171836, -84.199489, -84.203552, -84.159285, -84.169481, -84.129105, -84.137898, -84.216241, -84.217827, -84.254315, -84.268594, -84.289076, -84.502932, -84.446719, -84.37444, -84.347805, -84.37533, -84.396651, -84.453702, -84.485404, -84.494485, -84.525643, 37.769497, 37.801991, 37.840637, 37.847494, 37.896342, 37.917546, 
37.871991, 37.867161, 37.853066, 37.815605, 37.801117, 37.661671, 37.642421, 37.566227, 37.557549, 37.522858, 37.486177, 37.417369, 37.385406, 37.35739, 37.319759, 37.280256, 37.242432, 37.239082, 37.179183, 37.15174, 37.328801, 37.485893, 37.472663, 37.539064, 37.595467, 37.599572, 37.691206, 37.711126, 37.747461, 37.769497)))"
"Port Clinton, OH",38840,"list(list(c(-83.1657127, -83.066593, -82.999916, -82.934369, -82.8882, -82.834101, -82.785496, -82.717878, -82.726476, -82.844513, -82.883025, -82.953841, -82.974451, -83.0378895, -83.338196, -83.338991, -83.414626, -83.415941, -83.1657127, 41.6232455, 41.59534, 41.538534, 41.514353, 41.522508, 41.587587, 41.540675, 41.54193, 41.511621, 41.501689, 41.488607, 41.488297, 41.467386, 41.4581072, 41.457508, 41.501189, 41.500228, 41.61911, 41.6232455)))"
"Junction City, KS",27920,"list(list(c(-96.961693, -96.849879, -96.851409, -96.743439, -96.706122, -96.500962, -96.501166, -96.501556, -96.92671, -96.926209, -96.96347, -96.961693, 39.220076, 39.219012, 39.088176, 39.087659, 39.073077, 39.072681, 39.043666, 38.869704, 38.87035, 38.978941, 38.964901, 39.220076)))"
"Madison, IN",31500,"list(list(c(-85.444897, -85.203166, -85.2015264, -85.268495, -85.3330905, -85.436299, -85.455486, -85.438742, -85.4285935, -85.478762, -85.496666, -85.56998, -85.570926, -85.608678, -85.683338, -85.683839, -85.610595, -85.537431, -85.5382, -85.444897, 38.912998, 38.913803, 38.691068, 38.740165, 38.7362019, 38.728484, 38.68209, 38.659319, 38.5863524, 38.586178, 38.606736, 38.606155, 38.678455, 38.707858, 38.736731, 38.815406, 38.824247, 38.88278, 38.912217, 38.912998)))"
"Elkhart-Goshen, IN",21140,"list(list(c(-85.7913348, -85.65975, -85.654747, -85.653507, -86.05923, -86.059451, -86.062575, -85.7913348, 41.7590512, 41.7591008, 41.523347, 41.436856, 41.435812, 41.479154, 41.7605284, 41.7590512)))"
"North Platte, NE",35820,"list(list(c(-100.224235, -100.223311, -100.60983, -101.247963, -101.250162, -101.270381, -101.269695, -101.40726, -101.406466, -100.943573, -100.251224, -100.251098, -100.236106, -100.234327, -100.238155, -100.224235, 41.046597, 40.700254, 40.700114, 40.697802, 41.047385, 41.047392, 41.394934, 41.395416, 41.7432, 41.739997, 41.739817, 41.393298, 41.393324, 41.277947, 41.046536, 41.046597)))"
"Boone, NC",14380,"list(list(c(-81.477516, -81.455792, -81.500402, -81.545488, -81.674933, -81.810516, -81.829801, -81.8852, -81.911197, -81.893678, -81.908137, -81.833202, -81.764927, -81.717405, -81.7285855, -81.638186, -81.552237, -81.477516, 36.24025, 36.200441, 36.142512, 36.117475, 36.122551, 36.111511, 36.169262, 36.189441, 36.229276, 36.263767, 36.302013, 36.347339, 36.338672, 36.347779, 36.3912187, 36.349606, 36.276387, 36.24025)))"
"Watertown-Fort Drum, NY",48060,"list(list(c(-75.8600599, -75.446124, -75.545886, -75.484528, -75.50183, -75.549993, -75.542898, -75.60367, -75.758157, -75.84056, -75.850534, -75.786759, -75.774553, -76.025087, -76.022003, -76.1996694, -76.213205, -76.237363, -76.2968263, -76.228261, -76.202662, -76.127285, -76.139069, -76.200249, -76.202548, -76.128785, -76.146869, -76.220632, -76.199693, -76.254555, -76.301345, -76.300039, -76.359498, -76.363835, -76.312647, -76.245487, -76.164265, -76.161833, -76.097351, -76.000998, -75.970185, 
-75.8600599, 44.4032819, 44.217655, 44.102978, 44.074172, 44.009556, 44.008163, 43.967795, 43.971363, 43.878785, 43.883976, 43.791886, 43.78832, 43.688884, 43.707018, 43.668143, 43.6801913, 43.753513, 43.815766, 43.856529, 43.886645, 43.86291, 43.897889, 43.940779, 43.967931, 43.989417, 44.019874, 44.054614, 44.066036, 44.025585, 43.966213, 44.020602, 44.049493, 44.076671, 44.111696, 44.199044, 44.203669, 44.239603, 44.280777, 44.299547, 44.347534, 44.342835, 44.4032819)))"
"Forrest City, AR",22620,"list(list(c(-90.502993, -90.400438, -90.40854, -90.951837, -91.152457, -91.149842, -91.04543, -91.04267, -90.502993, 35.144214, 35.148231, 34.904121, 34.90701, 34.911847, 35.00247, 35.00104, 35.148189, 35.144214)))"
"Ruidoso, NM",40760,"list(list(c(-105.925968, -105.313218, -105.313072, -104.89185, -104.893377, -104.89109, -104.892433, -104.88513, -104.903838, -104.905424, -105.108621, -105.316968, -105.317376, -105.725957, -105.727168, -106.073562, -106.34571, -106.371885, -106.37366, -106.268261, -106.052718, -106.052662, -105.924685, -105.925968, 34.25999, 34.260031, 34.347205, 34.34714, 34.088407, 33.822258, 33.398199, 33.305827, 33.305904, 33.138904, 33.131742, 33.132303, 33.305977, 33.304834, 33.39058, 33.389446, 33.390595, 
33.390615, 33.660504, 33.660535, 33.650297, 33.825606, 33.825624, 34.25999)))"
"Fergus Falls, MN",22260,"list(list(c(-96.280977, -96.17227, -96.174587, -95.668195, -95.16371, -95.15554, -95.154256, -95.14588, -95.76975, -96.265366, -96.264647, -96.28, -96.280977, 46.630765, 46.630709, 46.717854, 46.715516, 46.71764, 46.62994, 46.282428, 46.106761, 46.10745, 46.10861, 46.282196, 46.28222, 46.630765)))"
"Tupelo, MS",46180,"list(list(c(-89.246339, -88.928901, -88.928403, -88.824966, -88.789774, -88.789442, -88.736465, -88.541749, -88.542079, -88.156292, -88.2037841, -88.718693, -88.718964, -89.244436, -89.245485, -89.246339, 34.379344, 34.379361, 34.365014, 34.364759, 34.393692, 34.49493, 34.50891, 34.509192, 34.465276, 34.463214, 34.0865542, 34.08934, 34.074521, 34.073942, 34.161186, 34.379344)))"
"Faribault-Northfield, MN",22060,"list(list(c(-93.039485, -93.041159, -93.04591, -93.406565, -93.525231, -93.524327, -93.281521, -93.281686, -93.039485, 44.471871, 44.196726, 44.196716, 44.196377, 44.196134, 44.543618, 44.543957, 44.471998, 44.471871)))"
"Shawano, WI",43020,"list(list(c(-89.223814, -88.98168, -88.98246, -88.641159, -88.483732, -88.489149, -88.248213, -88.252362, -88.242687, -88.245204, -88.606083, -88.605159, -89.223745, -89.223814, 45.029246, 45.028917, 45.117998, 45.117346, 45.116887, 44.855445, 44.852739, 44.766805, 44.679631, 44.584746, 44.590515, 44.678331, 44.681365, 45.029246)))"
"Clarksdale, MS",17260,"list(list(c(-90.569347, -90.399498, -90.399014, -90.450572, -90.451012, -90.657002, -90.659457, -90.955974, -90.91001, -90.86458, -90.822593, -90.816572, -90.887884, -90.93268, -90.907082, -90.847808, -90.832407, -90.765165, -90.740889, -90.765174, -90.756197, -90.678603, -90.613944, -90.566505, -90.589921, -90.569347, 34.524867, 34.423807, 34.261524, 34.262402, 33.985689, 33.987586, 34.118867, 34.120125, 34.165508, 34.140555, 34.144054, 34.183023, 34.18198, 34.214824, 34.244492, 34.20653, 34.267491, 
34.280524, 34.306538, 34.342818, 34.367256, 34.371122, 34.390723, 34.429528, 34.484793, 34.524867)))"
"Salina, KS",41460,"list(list(c(-97.371911, -97.924795, -97.92846, -97.929097, -97.369839, -97.371727, -97.371911, 38.609353, 38.60988, 38.696974, 39.306397, 39.306011, 38.928925, 38.609353)))"
"Athens, OH",11900,"list(list(c(-82.289663, -82.28041, -82.167379, -82.159161, -82.047528, -82.055779, -81.844863, -81.853668, -81.816614, -81.818361, -81.72181, -81.7255835, -81.7558151, -82.049259, -82.268583, -82.260243, -82.298476, -82.289663, 39.384195, 39.472906, 39.466307, 39.556574, 39.550825, 39.460053, 39.450216, 39.318165, 39.302058, 39.272581, 39.269568, 39.2158352, 39.1805242, 39.192282, 39.20376, 39.292915, 39.294996, 39.384195)))"
"Somerset, KY",43700,"list(list(c(-84.720712, -84.556461, -84.502932, -84.289076, -84.290724, -84.325223, -84.358024, -84.416816, -84.578158, -84.620231, -84.679165, -84.770244, -84.783794, -84.863737, -84.905778, -84.901112, -84.720712, 37.238328, 37.355729, 37.328801, 37.15174, 37.110375, 37.062179, 36.9594, 36.94692, 36.867133, 36.896321, 36.980914, 36.957846, 36.978483, 37.00802, 37.047187, 37.116297, 37.238328)))"
"Dalton, GA",19140,"list(list(c(-84.9769734, -84.621483, -84.622752, -84.582195, -84.641463, -84.657098, -84.654523, -84.705263, -84.714121, -84.779475, -84.863908, -85.050446, -85.050847, -85.168448, -85.13175, -85.061648, -85.061647, -85.023392, -84.9769734, 34.9876688, 34.988329, 34.857131, 34.824592, 34.777402, 34.728905, 34.583187, 34.590767, 34.619012, 34.608332, 34.615759, 34.622482, 34.71998, 34.720228, 34.819678, 34.819478, 34.863576, 34.900773, 34.9876688)))"
"Appleton, WI",11540,"list(list(c(-88.606083, -88.245204, -88.190465, -88.192611, -88.04324, -88.041794, -88.162274, -88.161654, -88.404187, -88.40407, -88.73977, -88.736802, -88.606083, 44.590515, 44.584746, 44.586799, 44.241947, 44.241018, 43.891692, 43.891511, 43.937683, 43.9382, 44.244102, 44.243303, 44.590605, 44.590515)))"
"Wilson, NC",48980,"list(list(c(-78.192117, -77.897358, -77.844737, -77.828444, -77.751339, -77.718414, -77.665131, -77.700692, -77.80623, -77.822511, -78.064784, -78.125587, -78.160312, -78.192117, 35.730545, 35.843853, 35.837618, 35.867208, 35.827794, 35.728802, 35.674935, 35.652295, 35.583474, 35.585383, 35.585263, 35.603111, 35.711018, 35.730545)))"
"Casper, WY",16220,"list(list(c(-107.534897, -107.110734, -107.11092, -106.517093, -106.078068, -106.073869, -106.073768, -106.072669, -106.075852, -106.624983, -106.940971, -107.522923, -107.542025, -107.543526, -107.501425, -107.502327, -107.516728, -107.517031, -107.534897, 43.501362, 43.500286, 43.492362, 43.491771, 43.494471, 43.47257, 43.126667, 42.778165, 42.433218, 42.430488, 42.433355, 42.434356, 42.434356, 42.781358, 42.781458, 43.12806, 43.12796, 43.472659, 43.501362)))"
"Marion, IN",31980,"list(list(c(-85.864791, -85.638587, -85.448825, -85.447014, -85.44433, -85.578589, -85.862296, -85.862117, -85.863641, -85.864791, 40.651693, 40.653129, 40.653607, 40.566929, 40.37914, 40.379524, 40.378367, 40.406889, 40.565525, 40.651693)))"
"Carbondale-Marion, IL",16060,"list(list(c(-89.678633, -89.595084, -89.150834, -89.151176, -88.70676, -88.708546, -89.041401, -89.478399, -89.517718, -89.512009, -89.583316, -89.617278, -89.667993, -89.678633, 37.823761, 37.95531, 37.950196, 37.861999, 37.863338, 37.599277, 37.596576, 37.598869, 37.641217, 37.685525, 37.713261, 37.74972, 37.759484, 37.823761)))"
"Magnolia, AR",31620,"list(list(c(-93.49052, -93.48176, -93.442019, -93.406745, -93.365585, -93.22129, -93.221031, -93.116361, -93.119014, -92.978469, -92.9887078, -93.238607, -93.49052, 33.0184423, 33.259991, 33.258165, 33.366809, 33.444459, 33.440444, 33.455045, 33.452909, 33.380293, 33.37728, 33.0172979, 33.017992, 33.0184423)))"
"Carson City, NV",16180,"list(list(c(-120.0045044, -119.880787, -119.843933, -119.752093, -119.712645, -119.68216, -119.648497, -119.562596, -119.572158, -119.55102, -119.752116, -119.761213, -120.0034024, -120.0045044, 39.1655987, 39.165509, 39.200776, 39.244385, 39.250871, 39.209299, 39.195271, 39.195438, 39.146529, 39.085791, 39.084904, 39.114009, 39.1126871, 39.1655987)))"
"Freeport, IL",23300,"list(list(c(-89.8375875, -89.401432, -89.396192, -89.688486, -89.919657, -89.9270071, -89.8375875, 42.5055426, 42.500433, 42.201916, 42.199112, 42.196305, 42.5057841, 42.5055426)))"
"Ponca City, OK",38620,"list(list(c(-97.4623463, -97.147721, -96.749838, -96.752389, -96.822585, -96.834103, -96.888581, -96.931943, -97.030678, -97.064107, -97.044685, -97.057414, -97.461603, -97.462459, -97.4623463, 36.9986852, 36.999111, 36.998988, 36.782091, 36.767559, 36.743438, 36.751793, 36.686097, 36.70159, 36.684207, 36.602721, 36.593647, 36.593637, 36.593627, 36.9986852)))"
"Bloomington, IN",14020,"list(list(c(-86.939981, -86.632206, -86.630844, -86.381395, -86.372408, -86.370066, -86.318133, -86.317474, -86.682277, -86.683002, -87.054578, -87.053646, -86.942473, -86.939981, 39.473345, 39.470214, 39.340755, 39.339752, 39.250905, 39.048375, 39.04881, 38.99087, 38.992404, 39.165746, 39.168086, 39.342621, 39.342043, 39.473345)))"
"Oxford, NC",37080,"list(list(c(-78.796271, -78.45697, -78.496188, -78.511224, -78.508331, -78.496614, -78.544817, -78.546414, -78.683224, -78.751273, -78.80469, -78.796271, 36.541713, 36.542474, 36.510002, 36.454808, 36.182956, 36.175199, 36.080673, 36.021826, 36.074484, 36.070834, 36.094551, 36.541713)))"
"Gallup, NM",23700,"list(list(c(-109.0459722, -108.271771, -107.626511, -107.308667, -107.30835, -107.306122, -107.309386, -107.628788, -107.628313, -107.734241, -107.734224, -108.468715, -108.469402, -109.0458511, -109.046796, -109.0459722, 36.0027013, 36.002183, 36.000288, 35.998556, 35.583474, 35.41906, 35.305687, 35.304333, 35.348314, 35.348145, 35.304987, 35.306658, 34.959081, 34.9598185, 35.363606, 36.0027013)))"
"Saginaw, MI",40980,"list(list(c(-84.369876, -84.369777, -84.170576, -84.168127, -84.05, -84.050987, -83.817228, -83.817678, -83.698816, -83.695621, -83.932071, -83.929079, -84.168443, -84.367891, -84.369876, 43.466044, 43.481573, 43.481969, 43.568899, 43.567324, 43.524064, 43.522345, 43.479052, 43.478957, 43.221422, 43.220377, 43.132782, 43.128631, 43.128452, 43.466044)))"
"Lake Havasu City-Kingman, AZ",29420,"list(list(c(-114.050619, -114.0506, -113.4095788, -112.8991909, -112.5385829, -112.529299, -112.570189, -112.599798, -112.619728, -112.613322, -112.638679, -112.621354, -112.653626, -112.656176, -112.622861, -112.645121, -112.62949, -112.681571, -112.723991, -112.761681, -112.902949, -112.98121, -113.006343, -113.13708, -113.196751, -113.224919, -113.313428, -113.354176, -113.317122, -113.33485, -113.310393, -113.334024, -113.334161, -113.332878, -113.333028, -113.333508, -113.370507, -113.40145, 
-113.539393, -113.599378, -113.704384, -113.73074, -113.838078, -113.851708, -113.931249, -114.03139, -114.069249, -114.138282, -114.176909, -114.226107, -114.264317, -114.342615, -114.386699, -114.380838, -114.436363, -114.47162, -114.552682, -114.586842, -114.630682, -114.633487, -114.636893, -114.604736, -114.642831, -114.572747, -114.569238, -114.597503, -114.595931, -114.627137, -114.652005, -114.677643, -114.656905, -114.670191, -114.653406, -114.689407, -114.683208, -114.705309, -114.695709, 
-114.71211, -114.706532, -114.663214, -114.700271, -114.740595, -114.722859, -114.754798, -114.736165, -114.68267, -114.631716, -114.508104, -114.443736, -114.415253, -114.372106, -114.238799, -114.138406, -114.135454, -114.068222, -114.043944, -114.043196, -114.050619, 36.843128, 37.000396, 37.0001113, 37.0003197, 37.0006737, 36.952437, 36.89555, 36.808201, 36.782744, 36.739409, 36.674478, 36.594755, 36.557915, 36.515087, 36.475286, 36.457311, 36.391611, 36.341662, 36.345992, 36.310048, 36.253761, 
36.231769, 36.238754, 36.166424, 36.152949, 36.091144, 36.100001, 36.040368, 35.961385, 35.913859, 35.863212, 35.803031, 35.528037, 35.141646, 34.78858, 34.317877, 34.291968, 34.299685, 34.306452, 34.233344, 34.209939, 34.240252, 34.223871, 34.251265, 34.250016, 34.25969, 34.290483, 34.30323, 34.349306, 34.365916, 34.401329, 34.451442, 34.457911, 34.529724, 34.596797, 34.712966, 34.766871, 34.835672, 34.866352, 35.001857, 35.028367, 35.07483, 35.096503, 35.138725, 35.18348, 35.296954, 35.325234, 
35.409504, 35.429165, 35.489742, 35.534391, 35.583471, 35.610789, 35.651412, 35.689387, 35.711587, 35.755986, 35.806185, 35.849027, 35.873692, 35.901772, 35.975656, 36.027165, 36.084704, 36.104367, 36.109146, 36.142306, 36.149713, 36.125593, 36.145123, 36.143114, 36.014561, 36.038017, 36.057109, 36.177687, 36.19335, 36.379405, 36.843128)))"
"Kalamazoo-Portage, MI",28020,"list(list(c(-86.2738933, -86.011619, -85.543191, -85.298879, -85.293626, -85.762943, -86.22294, -86.223563, -86.3647706, -86.297168, -86.2738933, 42.41928, 42.418906, 42.421433, 42.419849, 42.071553, 42.069327, 42.071484, 42.243379, 42.2432727, 42.358207, 42.41928)))"
